"Frontier","hosp","ue"
"","Objective-Min","Objective-Min"
"false","393560","355.9"
"false","393582","379.73"
"false","393582","379.73"
"false","393590","322.94"
"false","393673","313.4"
"false","393718","367.98"
"false","393757","270.55"
"false","393765","236.9"
"false","393873","267.81"
"false","394008","308.97"
"false","394031","269.47"
"false","394036","302.6"
"false","394051","227.85"
"false","394069","308.23"
"false","394229","287.04"
"false","394334","264.77"
"false","394342","308.3"
"false","394353","255.15"
"false","394458","272.79"
"false","394462","355.17"
"false","394496","314.05"
"false","394515","308.82"
"false","394656","262.7"
"false","394676","384.8"
"false","394687","280.2"
"false","395005","356.03"
"false","395012","355.34"
"false","395059","287.95"
"false","395065","362.82"
"false","395093","270.75"
"false","395101","307.2"
"false","395116","276.12"
"false","395174","282.95"
"false","395184","266.34"
"false","395197","281.3"
"false","395282","305.75"
"false","395299","248.8"
"false","395313","344.5"
"false","395327","259.85"
"false","395337","318.68"
"false","395340","262.29"
"false","395390","389.88"
"false","395408","275.02"
"false","395437","283.24"
"false","395454","267.15"
"false","395455","274.09"
"false","395481","297.15"
"false","395493","239.35"
"false","395503","254.9"
"false","395635","395.36"
"false","395638","217.75"
"false","395720","272.8"
"false","395738","265.57"
"false","395790","282.55"
"false","395790","282.55"
"false","395872","268.44"
"false","395890","295.67"
"false","395903","257.5"
"false","395903","257.5"
"false","395967","346.89"
"false","395985","279.5"
"false","396142","271.99"
"false","396242","339.87"
"false","396257","261.1"
"false","396267","268.91"
"false","396291","297.95"
"false","396324","288.54"
"false","396343","290.82"
"false","396440","384.02"
"false","396553","253.35"
"false","396643","304.9"
"false","396872","279.07"
"false","396882","248.04"
"false","396933","256.02"
"false","397012","377.45"
"false","397091","372.84"
"false","397102","264.4"
"false","397102","264.4"
"false","397138","310.3"
"false","397234","242.6"
"false","397324","265.65"
"false","397326","261.66"
"false","397341","333.2"
"false","397362","307.05"
"false","397400","251.5"
"false","397443","278.6"
"false","397506","274.05"
"false","397508","270.75"
"false","397635","406.92"
"false","397672","302.7"
"false","397675","265.65"
"false","397679","230.62"
"false","397712","255.2"
"false","397734","257.75"
"false","397735","348"
"false","397894","265.5"
"false","397897","278.95"
"false","397897","278.95"
"false","397989","295.12"
"false","398047","258.99"
"false","398047","258.99"
"false","398047","258.99"
"false","398058","289.55"
"false","398111","258.64"
"false","398153","408.99"
"false","398171","216.67"
"false","398184","320.07"
"false","398207","257.8"
"false","398298","277.74"
"false","398385","278.15"
"false","398385","278.15"
"false","398466","333.5"
"false","398467","275.92"
"false","398482","271.1"
"false","398518","288.25"
"false","398590","275"
"false","398615","278.85"
"false","398681","282.55"
"false","398708","335.6"
"false","398809","272.82"
"false","399044","332.19"
"false","399080","240.52"
"false","399109","269.45"
"false","399117","385.12"
"false","399119","261.65"
"false","399162","229.72"
"false","399253","271.25"
"false","399261","261.1"
"false","399364","430.25"
"false","399364","430.25"
"false","399364","430.25"
"false","399371","262.72"
"false","399430","242.67"
"false","399455","277.3"
"false","399538","275.75"
"false","399538","275.75"
"false","399545","277.65"
"false","399638","305.75"
"false","399702","377.08"
"false","399726","266.7"
"false","399789","360.47"
"false","399822","373.72"
"false","399867","243.1"
"false","399874","290.4"
"false","399923","265.65"
"false","399926","269"
"false","399945","299.15"
"false","399955","204.06"
"false","399991","243.55"
"false","399993","271.8"
"false","400132","247.34"
"false","400148","258.79"
"false","400148","258.79"
"false","400175","253.65"
"false","400212","265.05"
"false","400247","315.09"
"false","400274","274.37"
"false","400346","312.9"
"false","400447","390"
"false","400479","276.7"
"false","400492","297.85"
"false","400709","255.8"
"false","400738","244.8"
