"date","dailyInfections","dailyHospitalizations","dailyCriticalCare","cumulativeInfections","cumulativeHospitalizations","cumulativeCriticalCare","LDLev","SD","UE","ICU"
2021-04-04,472,17,15,323260,5657,2569,1,0.35,0.25,14.9491305439193
2021-04-05,490,17,15,323409,5659,2570,1,0.35,0.25,14.7587198688938
2021-04-06,511,17,15,323567,5661,2571,1,0.35,0.25,14.6207706375259
2021-04-07,535,17,15,323734,5664,2572,1,0.35,0.25,14.5367753952272
2021-04-08,561,17,15,323911,5666,2573,1,0.35,0.25,14.5074723529458
2021-04-09,590,17,15,324098,5669,2574,1,0.35,0.25,14.5332015029701
2021-04-10,620,18,15,324297,5671,2575,1,0.35,0.25,14.6141285327965
2021-04-11,653,18,15,324506,5674,2577,1,0.35,0.25,14.7503809873583
2021-04-12,688,18,15,324728,5677,2578,1,0.35,0.25,14.9421329116872
2021-04-13,725,19,15,324962,5680,2579,1,0.35,0.25,15.1896539835878
2021-04-14,765,20,15,325210,5684,2581,1,0.35,0.25,15.4933414984946
2021-04-15,807,20,16,325472,5687,2582,1,0.35,0.25,15.8537390587836
2021-04-16,851,21,16,325749,5691,2584,1,0.35,0.25,16.2715481854142
2021-04-17,898,22,17,326042,5695,2586,1,0.35,0.25,16.7476377679885
2021-04-18,948,23,17,326351,5699,2587,1,0.35,0.25,17.2830500733802
2021-04-19,1001,24,18,326678,5704,2589,1,0.35,0.25,17.8790062354147
2021-04-20,1056,25,19,327023,5708,2591,1,0.35,0.25,18.5369119851923
2021-04-21,1115,26,19,327388,5713,2594,1,0.35,0.25,19.2583632692093
2021-04-22,1178,27,20,327774,5718,2596,1,0.35,0.25,20.0451519072978
2021-04-23,1242,29,21,328180,5724,2598,2,0.7,0.65,20.8987343746521
2021-04-24,1288,30,22,328583,5729,2601,2,0.7,0.65,21.7989366331462
2021-04-25,1318,31,23,328981,5735,2604,2,0.7,0.65,22.7058970654378
2021-04-26,1336,33,24,329372,5741,2606,2,0.7,0.65,23.5924577253769
2021-04-27,1345,34,24,329759,5747,2609,2,0.7,0.65,24.4417540111458
2021-04-28,1349,35,25,330141,5753,2612,2,0.7,0.65,25.2437815930017
2021-04-29,1349,36,26,330518,5759,2615,2,0.7,0.65,25.993041056478
2021-04-30,1345,37,27,330891,5765,2617,2,0.7,0.65,26.6869865869426
2021-05-01,1340,37,27,331260,5772,2620,2,0.7,0.65,27.3249855821096
2021-05-02,1333,38,28,331624,5778,2623,2,0.7,0.65,27.9076235990669
2021-05-03,1325,38,28,331985,5784,2625,2,0.7,0.65,28.436256507687
2021-05-04,1316,39,29,332342,5790,2628,2,0.7,0.65,28.9127099971386
2021-05-05,1306,39,29,332695,5796,2631,2,0.7,0.65,29.3390860657179
2021-05-06,1296,39,30,333044,5801,2633,2,0.7,0.65,29.7176359770037
2021-05-07,1285,39,30,333389,5807,2636,2,0.7,0.65,30.0506814471924
2021-05-08,1275,40,30,333731,5813,2639,2,0.7,0.65,30.3405602992687
2021-05-09,1264,40,31,334069,5819,2641,2,0.7,0.65,30.5895931933496
2021-05-10,1253,40,31,334404,5825,2644,2,0.7,0.65,30.8000620182473
2021-05-11,1242,40,31,334735,5830,2646,2,0.7,0.65,30.9741958481415
2021-05-12,1231,40,31,335062,5836,2649,2,0.7,0.65,31.1141606947116
2021-05-13,1220,40,31,335386,5842,2651,2,0.7,0.65,31.2220537400801
2021-05-14,1208,40,31,335707,5847,2654,2,0.7,0.65,31.2998991314726
2021-05-15,1196,39,31,336024,5853,2656,3,0.75,0.7,31.3494312409576
2021-05-16,1182,39,31,336333,5858,2659,3,0.75,0.7,31.3687763805072
2021-05-17,1164,39,31,336636,5863,2661,3,0.75,0.7,31.3546179230226
2021-05-18,1146,39,31,336932,5869,2663,3,0.75,0.7,31.3056691416111
2021-05-19,1126,39,31,337221,5874,2666,3,0.75,0.7,31.2220651782328
2021-05-20,1106,38,31,337504,5879,2668,3,0.75,0.7,31.1048389341171
2021-05-21,1085,38,31,337781,5884,2670,3,0.75,0.7,30.9555876511337
2021-05-22,1064,38,31,338051,5889,2672,3,0.75,0.7,30.7762261463602
2021-05-23,1043,37,31,338316,5894,2674,3,0.75,0.7,30.5688369019408
2021-05-24,1023,37,30,338575,5898,2676,3,0.75,0.7,30.3355659140635
2021-05-25,1002,36,30,338828,5903,2678,3,0.75,0.7,30.0785575101798
2021-05-26,982,36,30,339076,5908,2680,3,0.75,0.7,29.799910106053
2021-05-27,962,35,30,339318,5912,2682,3,0.75,0.7,29.5016508025816
2021-05-28,942,35,29,339555,5916,2684,3,0.75,0.7,29.1857193806561
2021-05-29,923,34,29,339786,5921,2686,3,0.75,0.7,28.8539596476137
2021-05-30,904,34,29,340013,5925,2688,3,0.75,0.7,28.5081159566745
2021-05-31,885,33,28,340235,5929,2690,3,0.75,0.7,28.1498316917176
2021-06-01,866,33,28,340452,5933,2691,3,0.75,0.7,27.7806504727074
2021-06-02,848,32,27,340664,5937,2693,3,0.75,0.7,27.4020185006247
2021-06-03,830,32,27,340871,5941,2695,3,0.75,0.7,27.015287379583
2021-06-04,813,31,27,341075,5945,2696,3,0.75,0.7,26.6217175926508
2021-06-05,796,31,26,341273,5948,2698,2,0.7,0.65,26.2225240227924
2021-06-06,781,30,26,341470,5952,2699,2,0.7,0.65,25.8206776893389
2021-06-07,768,30,25,341665,5955,2701,2,0.7,0.65,25.4206525869322
2021-06-08,757,29,25,341858,5959,2702,2,0.7,0.65,25.0255103032561
2021-06-09,746,29,25,342049,5962,2704,2,0.7,0.65,24.6371842434758
2021-06-10,737,28,24,342238,5966,2705,2,0.7,0.65,24.2568592022662
2021-06-11,727,28,24,342426,5969,2707,2,0.7,0.65,23.8852126423889
2021-06-12,719,27,24,342611,5972,2708,2,0.7,0.65,23.5225915091583
2021-06-13,710,27,23,342795,5976,2709,2,0.7,0.65,23.169121539927
2021-06-14,702,26,23,342977,5979,2711,2,0.7,0.65,22.8247830303576
2021-06-15,694,26,22,343157,5982,2712,2,0.7,0.65,22.4894599778823
2021-06-16,686,26,22,343335,5985,2713,2,0.7,0.65,22.1629743399688
2021-06-17,679,25,22,343511,5988,2715,2,0.7,0.65,21.8451073098511
2021-06-18,671,25,22,343686,5991,2716,2,0.7,0.65,21.535614351532
2021-06-19,664,25,21,343859,5995,2717,2,0.7,0.65,21.2342349770608
2021-06-20,657,24,21,344030,5998,2719,2,0.7,0.65,20.9406992953014
2021-06-21,650,24,21,344199,6001,2720,2,0.7,0.65,20.6547330712704
2021-06-22,643,24,20,344367,6003,2721,2,0.7,0.65,20.3760608492076
2021-06-23,636,23,20,344533,6006,2722,2,0.7,0.65,20.1044083458365
2021-06-24,629,23,20,344697,6009,2724,2,0.7,0.65,19.8395044299893
2021-06-25,623,23,20,344859,6012,2725,2,0.7,0.65,19.5810824072447
2021-06-26,616,23,19,345020,6015,2726,2,0.7,0.65,19.3288811562505
2021-06-27,611,22,19,345181,6018,2727,1,0.35,0.25,19.0831507072455
2021-06-28,617,22,19,345353,6021,2728,1,0.35,0.25,18.8557630615809
2021-06-29,631,22,19,345536,6023,2730,1,0.35,0.25,18.6652193275051
2021-06-30,652,22,19,345732,6026,2731,1,0.35,0.25,18.5233220516942
2021-07-01,678,22,18,345939,6029,2732,1,0.35,0.25,18.4372197470637
2021-07-02,708,22,18,346159,6033,2733,1,0.35,0.25,18.4112197531953
2021-07-03,742,22,18,346393,6036,2735,1,0.35,0.25,18.447929197912
2021-07-04,778,23,19,346639,6039,2736,1,0.35,0.25,18.5489824334283
2021-07-05,818,23,19,346900,6043,2738,1,0.35,0.25,18.7154873514994
2021-07-06,861,24,19,347176,6047,2740,1,0.35,0.25,18.9483071905477
2021-07-07,906,24,19,347467,6051,2741,1,0.35,0.25,19.2482330995495
2021-07-08,954,25,20,347775,6055,2743,1,0.35,0.25,19.6160901622295
2021-07-09,1006,26,20,348100,6059,2745,1,0.35,0.25,20.0528012797136
2021-07-10,1060,27,21,348444,6064,2747,1,0.35,0.25,20.5594282945982
2021-07-11,1118,28,21,348807,6069,2749,1,0.35,0.25,21.1371970266065
2021-07-12,1179,29,22,349191,6074,2752,1,0.35,0.25,21.7875135959849
2021-07-13,1244,30,23,349597,6079,2754,1,0.35,0.25,22.5119780593302
2021-07-14,1313,31,23,350025,6085,2757,1,0.35,0.25,23.3123934761522
2021-07-15,1385,33,24,350477,6091,2759,1,0.35,0.25,24.1907747030517
2021-07-16,1462,34,25,350955,6098,2762,1,0.35,0.25,25.1493574453949
2021-07-17,1543,36,26,351459,6104,2765,1,0.35,0.25,26.1906067831625
2021-07-18,1629,38,27,351992,6111,2768,1,0.35,0.25,27.3172260378416
2021-07-19,1713,39,29,352548,6119,2772,2,0.7,0.65,28.5296206501838
2021-07-20,1770,41,30,353098,6127,2775,2,0.7,0.65,29.79077865677
2021-07-21,1807,43,31,353639,6135,2779,2,0.7,0.65,31.048893574528
2021-07-22,1828,45,32,354172,6143,2783,2,0.7,0.65,32.2704157896798
2021-07-23,1839,46,33,354698,6151,2786,2,0.7,0.65,33.4347332621552
2021-07-24,1842,48,35,355217,6160,2790,2,0.7,0.65,34.5298508523251
2021-07-25,1840,49,36,355730,6168,2794,2,0.7,0.65,35.5494172244846
2021-07-26,1834,50,36,356237,6176,2798,2,0.7,0.65,36.4907744361226
2021-07-27,1825,51,37,356738,6185,2801,2,0.7,0.65,37.3536415532789
2021-07-28,1814,52,38,357234,6193,2805,2,0.7,0.65,38.1392502590877
2021-07-29,1802,52,39,357724,6201,2809,2,0.7,0.65,38.8497756030847
2021-07-30,1789,53,39,358208,6209,2812,2,0.7,0.65,39.4879629774572
2021-07-31,1776,53,40,358687,6217,2816,2,0.7,0.65,40.0568828238096
2021-08-01,1761,54,41,359161,6225,2820,2,0.7,0.65,40.559774629537
2021-08-02,1746,54,41,359629,6233,2823,2,0.7,0.65,40.999946728262
2021-08-03,1731,54,41,360092,6241,2827,2,0.7,0.65,41.3807094724526
2021-08-04,1716,54,42,360551,6249,2830,2,0.7,0.65,41.7053336613382
2021-08-05,1700,54,42,361004,6257,2834,2,0.7,0.65,41.9770246205044
2021-08-06,1685,54,42,361452,6265,2837,2,0.7,0.65,42.1989042801014
2021-08-07,1669,54,42,361895,6272,2841,2,0.7,0.65,42.3739989915227
2021-08-08,1653,54,43,362334,6280,2844,2,0.7,0.65,42.5052330460931
2021-08-09,1637,54,43,362768,6287,2847,2,0.7,0.65,42.5954234364457
2021-08-10,1617,54,43,363192,6295,2851,4,0.85,0.72,42.6451730214044
2021-08-11,1585,53,43,363597,6302,2854,4,0.85,0.72,42.6386470903879
2021-08-12,1543,53,43,363981,6309,2857,4,0.85,0.72,42.5593942071131
2021-08-13,1497,53,42,364348,6316,2860,4,0.85,0.72,42.3994003016963
2021-08-14,1447,52,42,364697,6323,2863,4,0.85,0.72,42.1563336683102
2021-08-15,1395,51,42,365029,6329,2866,4,0.85,0.72,41.8316031572107
2021-08-16,1342,50,41,365345,6336,2869,4,0.85,0.72,41.4289715126354
2021-08-17,1290,49,41,365646,6342,2871,4,0.85,0.72,40.9536313229237
2021-08-18,1238,48,40,365933,6347,2874,4,0.85,0.72,40.4115770561153
2021-08-19,1187,47,40,366207,6353,2876,4,0.85,0.72,39.8091683700251
2021-08-20,1137,46,39,366467,6358,2879,4,0.85,0.72,39.1528557346693
2021-08-21,1089,45,38,366714,6364,2881,4,0.85,0.72,38.4489914353872
2021-08-22,1042,44,38,366950,6368,2883,4,0.85,0.72,37.7037133868371
2021-08-23,997,43,37,367175,6373,2885,4,0.85,0.72,36.9228713203344
2021-08-24,954,41,36,367389,6378,2887,4,0.85,0.72,36.1119858320812
2021-08-25,912,40,35,367593,6382,2889,4,0.85,0.72,35.2762274083071
2021-08-26,872,39,34,367787,6386,2890,4,0.85,0.72,34.4204081363736
2021-08-27,833,38,34,367972,6390,2892,4,0.85,0.72,33.5489846083668
2021-08-28,796,37,33,368148,6394,2893,4,0.85,0.72,32.6660649409581
2021-08-29,761,35,32,368315,6397,2895,4,0.85,0.72,31.7754199808252
2021-08-30,727,34,31,368475,6401,2896,4,0.85,0.72,30.8804970526789
2021-08-31,694,33,30,368627,6404,2898,4,0.85,0.72,29.9844349012032
2021-09-01,665,32,29,368774,6407,2899,2,0.7,0.65,29.0910112796181
2021-09-02,641,31,28,368920,6410,2900,2,0.7,0.65,28.2101632715978
2021-09-03,622,30,27,369065,6413,2901,2,0.7,0.65,27.3512663938634
2021-09-04,607,29,27,369209,6416,2902,2,0.7,0.65,26.5200076914165
2021-09-05,593,28,26,369352,6419,2904,2,0.7,0.65,25.7196023692554
2021-09-06,582,27,25,369494,6422,2905,2,0.7,0.65,24.9516265095551
2021-09-07,571,26,24,369634,6424,2906,2,0.7,0.65,24.2165855055594
2021-09-08,562,25,24,369773,6427,2907,2,0.7,0.65,23.5142871751398
2021-09-09,553,25,23,369910,6429,2908,2,0.7,0.65,22.8440959268863
2021-09-10,545,24,22,370047,6432,2909,2,0.7,0.65,22.2050963481583
2021-09-11,537,23,22,370182,6434,2910,2,0.7,0.65,21.5962035247606
2021-09-12,530,23,21,370315,6437,2911,2,0.7,0.65,21.0162351502616
2021-09-13,522,22,20,370447,6439,2912,2,0.7,0.65,20.463959315985
2021-09-14,516,22,20,370578,6442,2913,2,0.7,0.65,19.9381260714966
2021-09-15,509,21,19,370708,6444,2914,2,0.7,0.65,19.4374872072918
2021-09-16,503,21,19,370836,6446,2914,2,0.7,0.65,18.960810694496
2021-09-17,496,20,19,370963,6449,2915,2,0.7,0.65,18.5068895365455
2021-09-18,490,20,18,371089,6451,2916,2,0.7,0.65,18.0745480026321
2021-09-19,484,20,18,371213,6453,2917,2,0.7,0.65,17.6626457041778
2021-09-20,479,19,17,371337,6455,2918,2,0.7,0.65,17.2700806373687
2021-09-21,473,19,17,371459,6457,2919,2,0.7,0.65,16.8957910586526
2021-09-22,468,18,17,371580,6460,2920,1,0.35,0.25,16.5389808074447
2021-09-23,471,18,16,371709,6462,2921,1,0.35,0.25,16.206830209954
2021-09-24,481,18,16,371847,6464,2922,1,0.35,0.25,15.9128238782182
2021-09-25,496,18,16,371994,6466,2922,1,0.35,0.25,15.6655092876941
2021-09-26,515,18,15,372151,6468,2923,1,0.35,0.25,15.4698060369994
2021-09-27,537,18,15,372316,6471,2924,1,0.35,0.25,15.3284270335192
2021-09-28,562,18,15,372492,6473,2925,1,0.35,0.25,15.2427738996635
2021-09-29,589,18,15,372677,6476,2927,1,0.35,0.25,15.2135074473718
2021-09-30,618,18,15,372873,6479,2928,1,0.35,0.25,15.2408981621998
2021-10-01,650,18,15,373081,6481,2929,1,0.35,0.25,15.3250470982092
2021-10-02,684,19,15,373300,6484,2930,1,0.35,0.25,15.4660203614481
2021-10-03,720,19,16,373531,6488,2932,1,0.35,0.25,15.6639319967378
2021-10-04,758,20,16,373775,6491,2933,1,0.35,0.25,15.9189926596759
2021-10-05,798,21,16,374033,6494,2935,1,0.35,0.25,16.2315408633654
2021-10-06,841,21,17,374306,6498,2936,1,0.35,0.25,16.6020612113126
2021-10-07,886,22,17,374593,6502,2938,1,0.35,0.25,17.0311957083658
2021-10-08,935,23,18,374897,6506,2940,1,0.35,0.25,17.519752884046
2021-10-09,985,24,18,375218,6510,2942,1,0.35,0.25,18.0687133798093
2021-10-10,1039,25,19,375557,6515,2944,1,0.35,0.25,18.6792351829629
2021-10-11,1096,26,19,375914,6520,2946,1,0.35,0.25,19.3526590561285
2021-10-12,1156,27,20,376291,6525,2948,1,0.35,0.25,20.0905136633124
2021-10-13,1220,29,21,376690,6530,2950,1,0.35,0.25,20.8945208749376
2021-10-14,1283,30,22,377107,6536,2953,2,0.7,0.65,21.7654286351073
2021-10-15,1328,31,23,377520,6542,2956,2,0.7,0.65,22.6784232940455
2021-10-16,1356,33,24,377926,6548,2958,2,0.7,0.65,23.5936002764475
2021-10-17,1372,34,24,378326,6554,2961,2,0.7,0.65,24.4846118557731
2021-10-18,1380,35,25,378721,6560,2964,2,0.7,0.65,25.3351758684751
2021-10-19,1382,36,26,379111,6566,2967,2,0.7,0.65,26.1357213389718
2021-10-20,1381,37,27,379496,6573,2969,2,0.7,0.65,26.8810809579277
2021-10-21,1376,38,28,379876,6579,2972,2,0.7,0.65,27.5689740857539
2021-10-22,1369,38,28,380252,6585,2975,2,0.7,0.65,28.1989854727651
2021-10-23,1361,39,29,380624,6591,2978,2,0.7,0.65,28.7718877551917
2021-10-24,1352,39,29,380991,6597,2981,2,0.7,0.65,29.2892005498655
2021-10-25,1342,40,30,381354,6603,2983,2,0.7,0.65,29.7528971284761
2021-10-26,1331,40,30,381712,6609,2986,2,0.7,0.65,30.1652139433804
2021-10-27,1320,40,31,382067,6616,2989,2,0.7,0.65,30.5285268897142
2021-10-28,1308,40,31,382418,6621,2991,2,0.7,0.65,30.8452735424476
2021-10-29,1297,41,31,382764,6627,2994,2,0.7,0.65,31.1179000316112
2021-10-30,1285,41,31,383107,6633,2997,2,0.7,0.65,31.3488284095766
2021-10-31,1273,41,32,383446,6639,2999,2,0.7,0.65,31.5404357228335
2021-11-01,1261,41,32,383781,6645,3002,2,0.7,0.65,31.6950400904303
2021-11-02,1248,41,32,384112,6651,3004,2,0.7,0.65,31.8148908275121
2021-11-03,1236,40,32,384440,6656,3007,2,0.7,0.65,31.9021630302297
2021-11-04,1224,40,32,384764,6662,3009,2,0.7,0.65,31.9589534771546
2021-11-05,1211,40,32,385084,6667,3012,3,0.75,0.7,31.9869574244206
2021-11-06,1195,40,32,385396,6673,3014,3,0.75,0.7,31.9839938792619
2021-11-07,1177,40,32,385701,6678,3017,3,0.75,0.7,31.9469420167223
2021-11-08,1157,40,32,385999,6684,3019,3,0.75,0.7,31.8747119361386
2021-11-09,1136,39,32,386290,6689,3021,3,0.75,0.7,31.7675902852554
2021-11-10,1115,39,32,386574,6694,3024,3,0.75,0.7,31.6267316435647
2021-11-11,1093,39,31,386852,6699,3026,3,0.75,0.7,31.4538311946166
2021-11-12,1072,38,31,387124,6704,3028,3,0.75,0.7,31.2508853685313
2021-11-13,1050,38,31,387390,6709,3030,3,0.75,0.7,31.0200453427161
2021-11-14,1029,37,31,387650,6714,3032,3,0.75,0.7,30.7635161703032
2021-11-15,1008,37,30,387903,6718,3034,3,0.75,0.7,30.4834931043149
2021-11-16,987,36,30,388152,6723,3036,3,0.75,0.7,30.1821187735242
2021-11-17,966,36,30,388394,6727,3038,3,0.75,0.7,29.8614588505619
2021-11-18,945,35,30,388631,6732,3040,3,0.75,0.7,29.5234866504891
2021-11-19,925,35,29,388863,6736,3042,3,0.75,0.7,29.1700751672493
2021-11-20,906,34,29,389090,6740,3044,3,0.75,0.7,28.8029939067657
2021-11-21,886,34,28,389311,6744,3045,3,0.75,0.7,28.4239077854997
2021-11-22,867,33,28,389528,6748,3047,3,0.75,0.7,28.0343786968889
2021-11-23,849,32,28,389740,6752,3049,3,0.75,0.7,27.6358680912383
2021-11-24,830,32,27,389947,6756,3050,3,0.75,0.7,27.2297400676579
2021-11-25,812,31,27,390149,6760,3052,3,0.75,0.7,26.8172650946807
2021-11-26,795,31,26,390347,6764,3054,2,0.7,0.65,26.3996939483187
2021-11-27,780,30,26,390543,6767,3055,2,0.7,0.65,25.9802030485018
2021-11-28,767,30,26,390737,6771,3057,2,0.7,0.65,25.5631808468746
2021-11-29,755,29,25,390929,6774,3058,2,0.7,0.65,25.1515777867849
2021-11-30,744,29,25,391119,6778,3060,2,0.7,0.65,24.7472530971026
2021-12-01,734,28,24,391307,6781,3061,2,0.7,0.65,24.3513405611446
2021-12-02,724,28,24,391494,6784,3062,2,0.7,0.65,23.9644827326905
2021-12-03,715,27,24,391678,6788,3064,2,0.7,0.65,23.5870016086453
2021-12-04,706,27,23,391860,6791,3065,2,0.7,0.65,23.2190047031299
2021-12-05,698,26,23,392040,6794,3066,2,0.7,0.65,22.8604581971404
2021-12-06,689,26,23,392218,6797,3068,2,0.7,0.65,22.511234901649
2021-12-07,681,26,22,392395,6800,3069,2,0.7,0.65,22.1711474173721
2021-12-08,673,25,22,392569,6804,3070,2,0.7,0.65,21.8399688168351
2021-12-09,665,25,22,392742,6807,3072,2,0.7,0.65,21.5174473542885
2021-12-10,658,25,21,392912,6810,3073,2,0.7,0.65,21.2033159212604
2021-12-11,650,24,21,393081,6813,3074,2,0.7,0.65,20.8972985369142
2021-12-12,643,24,21,393248,6816,3075,2,0.7,0.65,20.5991152759882
2021-12-13,635,24,20,393414,6819,3077,2,0.7,0.65,20.3084853083998
2021-12-14,628,23,20,393577,6821,3078,2,0.7,0.65,20.0251292900368
2021-12-15,621,23,20,393739,6824,3079,2,0.7,0.65,19.7487712886111
2021-12-16,614,23,19,393899,6827,3080,2,0.7,0.65,19.4791400368242
2021-12-17,607,22,19,394057,6830,3081,2,0.7,0.65,19.2159700725116
2021-12-18,602,22,19,394215,6833,3083,1,0.35,0.25,18.959697135164
2021-12-19,608,22,19,394384,6835,3084,1,0.35,0.25,18.7228520455457
2021-12-20,622,22,19,394565,6838,3085,1,0.35,0.25,18.5231745127188
2021-12-21,642,22,18,394757,6841,3086,1,0.35,0.25,18.3718073830652
2021-12-22,667,22,18,394961,6844,3087,1,0.35,0.25,18.2754554809839
2021-12-23,696,22,18,395177,6847,3089,1,0.35,0.25,18.2381131520287
2021-12-24,729,22,18,395405,6850,3090,1,0.35,0.25,18.2621516227718
2021-12-25,764,22,18,395647,6854,3092,1,0.35,0.25,18.349013088058
2021-12-26,802,23,18,395902,6857,3093,1,0.35,0.25,18.4996363245969
2021-12-27,843,23,19,396171,6861,3095,1,0.35,0.25,18.714725549698
2021-12-28,887,24,19,396456,6865,3096,1,0.35,0.25,18.9949152877669
2021-12-29,933,24,19,396756,6869,3098,1,0.35,0.25,19.3408710643385
2021-12-30,982,25,20,397073,6873,3100,1,0.35,0.25,19.7533503689472
2021-12-31,1035,26,20,397407,6878,3102,1,0.35,0.25,20.2332414299791
2022-01-01,1090,27,21,397760,6883,3104,1,0.35,0.25,20.781586735951
2022-01-02,1148,28,21,398133,6888,3107,1,0.35,0.25,21.399598165494
2022-01-03,1210,29,22,398526,6893,3109,1,0.35,0.25,22.0886694575478
2022-01-04,1276,31,23,398941,6899,3111,1,0.35,0.25,22.8503842454948
2022-01-05,1345,32,24,399379,6904,3114,1,0.35,0.25,23.6865238701159
2022-01-06,1418,33,25,399841,6911,3117,1,0.35,0.25,24.599075378167
2022-01-07,1495,35,26,400329,6917,3120,1,0.35,0.25,25.5902388928004
2022-01-08,1576,37,27,400843,6924,3123,1,0.35,0.25,26.6624353652233
2022-01-09,1655,38,28,401378,6931,3126,2,0.7,0.65,27.8153048371719
2022-01-10,1708,40,29,401906,6939,3129,2,0.7,0.65,29.01138095556
2022-01-11,1741,42,30,402425,6947,3133,2,0.7,0.65,30.2016664360837
2022-01-12,1760,44,31,402937,6955,3137,2,0.7,0.65,31.3546661310179
2022-01-13,1769,45,32,403441,6962,3140,2,0.7,0.65,32.4510861845773
2022-01-14,1770,46,33,403939,6970,3144,2,0.7,0.65,33.4797621264764
2022-01-15,1767,47,34,404431,6978,3147,2,0.7,0.65,34.4348546325885
2022-01-16,1760,48,35,404916,6986,3151,2,0.7,0.65,35.3140093458097
2022-01-17,1750,49,36,405396,6994,3155,2,0.7,0.65,36.1171127590471
2022-01-18,1739,50,37,405869,7002,3158,2,0.7,0.65,36.8454769445253
2022-01-19,1726,50,38,406338,7010,3162,2,0.7,0.65,37.5013004286798
2022-01-20,1713,51,38,406800,7018,3165,2,0.7,0.65,38.0873157482655
2022-01-21,1698,51,39,407257,7026,3169,2,0.7,0.65,38.6065569715209
2022-01-22,1684,51,39,407709,7033,3172,2,0.7,0.65,39.0622121726702
2022-01-23,1668,52,39,408155,7041,3175,2,0.7,0.65,39.4575283853138
2022-01-24,1653,52,40,408597,7049,3179,2,0.7,0.65,39.7957483656193
2022-01-25,1637,52,40,409033,7056,3182,2,0.7,0.65,40.0800712309161
2022-01-26,1621,52,40,409464,7064,3186,2,0.7,0.65,40.3136280249259
2022-01-27,1605,52,40,409890,7071,3189,2,0.7,0.65,40.4994648287857
2022-01-28,1589,52,41,410311,7078,3192,2,0.7,0.65,40.6405313980591
2022-01-29,1573,52,41,410727,7085,3195,2,0.7,0.65,40.7396752188342
2022-01-30,1557,51,41,411139,7093,3198,2,0.7,0.65,40.7996367386021
2022-01-31,1536,51,41,411541,7100,3202,4,0.85,0.72,40.820983594012
2022-02-01,1505,51,41,411924,7107,3205,4,0.85,0.72,40.7887381616411
2022-02-02,1465,51,41,412288,7113,3208,4,0.85,0.72,40.6875838158814
2022-02-03,1420,50,41,412635,7120,3210,4,0.85,0.72,40.5101394289625
2022-02-04,1372,49,40,412965,7126,3213,4,0.85,0.72,40.2543576879066
2022-02-05,1322,49,40,413280,7132,3216,4,0.85,0.72,39.9216994956293
2022-02-06,1271,48,40,413579,7138,3219,4,0.85,0.72,39.5158295385087
2022-02-07,1221,47,39,413863,7144,3221,4,0.85,0.72,39.0417469337644
2022-02-08,1171,46,39,414134,7150,3223,4,0.85,0.72,38.5051946890495
2022-02-09,1123,45,38,414392,7155,3226,4,0.85,0.72,37.9122485658108
2022-02-10,1075,44,37,414638,7160,3228,4,0.85,0.72,37.269059339322
2022-02-11,1029,43,37,414871,7165,3230,4,0.85,0.72,36.5816752277755
2022-02-12,985,42,36,415094,7169,3232,4,0.85,0.72,35.8559329509333
2022-02-13,942,41,35,415305,7174,3234,4,0.85,0.72,35.0973888090332
2022-02-14,900,39,34,415507,7178,3236,4,0.85,0.72,34.3112806355993
2022-02-15,861,38,34,415699,7182,3237,4,0.85,0.72,33.5025087431071
2022-02-16,822,37,33,415882,7186,3239,4,0.85,0.72,32.6756286643665
2022-02-17,786,36,32,416056,7190,3240,4,0.85,0.72,31.8348545356474
2022-02-18,750,35,31,416221,7193,3242,4,0.85,0.72,30.9840663545175
2022-02-19,717,33,30,416379,7197,3243,4,0.85,0.72,30.1268210877685
2022-02-20,684,32,29,416529,7200,3245,4,0.85,0.72,29.2663662142031
2022-02-21,655,31,28,416673,7203,3246,2,0.7,0.65,28.4064483285359
2022-02-22,631,30,28,416817,7206,3247,2,0.7,0.65,27.5567439529522
2022-02-23,612,29,27,416960,7209,3248,2,0.7,0.65,26.7266894822524
2022-02-24,597,28,26,417101,7212,3249,2,0.7,0.65,25.9220693970233
2022-02-25,583,27,25,417241,7215,3250,2,0.7,0.65,25.1462071909335
2022-02-26,571,26,24,417380,7217,3252,2,0.7,0.65,24.4007907931412
2022-02-27,561,26,24,417518,7220,3253,2,0.7,0.65,23.6864377422061
2022-02-28,551,25,23,417654,7222,3254,2,0.7,0.65,23.0030660901055
2022-03-01,542,24,22,417788,7225,3255,2,0.7,0.65,22.3501469265046
2022-03-02,534,23,22,417922,7227,3256,2,0.7,0.65,21.7268679347254
2022-03-03,526,23,21,418054,7230,3257,2,0.7,0.65,21.1322429289687
2022-03-04,518,22,21,418184,7232,3257,2,0.7,0.65,20.5651842279232
2022-03-05,511,22,20,418313,7235,3258,2,0.7,0.65,20.0245501735644
2022-03-06,504,21,20,418441,7237,3259,2,0.7,0.65,19.5091769521409
2022-03-07,497,21,19,418567,7239,3260,2,0.7,0.65,19.0178983765276
2022-03-08,491,20,19,418692,7241,3261,2,0.7,0.65,18.5495603936622
2022-03-09,484,20,18,418816,7244,3262,2,0.7,0.65,18.1030300616888
2022-03-10,478,19,18,418938,7246,3263,2,0.7,0.65,17.6772018868115
2022-03-11,472,19,17,419059,7248,3264,2,0.7,0.65,17.2710019773987
2022-03-12,466,19,17,419179,7250,3265,2,0.7,0.65,16.8833911878269
2022-03-13,460,18,17,419297,7252,3265,2,0.7,0.65,16.5133671146704
